"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202401","85177990","品目85.17所列设备用其他零件","609","新西兰","33","保税监管场所进出境货物","1","千克","0","?","67",
"202401","85177990","品目85.17所列设备用其他零件","701","国家（地区）不明
","10","一般贸易","126","千克","0","?","3,942",
"202401","85414900","其他光敏半导体器件","110","中国香港","10","一般贸易","2","个","0","千克","80",
"202401","85414900","其他光敏半导体器件","111","印度","10","一般贸易","72","个","1","千克","1,403",
"202401","85414900","其他光敏半导体器件","112","印度尼西亚","10","一般贸易","15893286","个","7086","千克","599,930",
"202401","85414900","其他光敏半导体器件","112","印度尼西亚","14","来料加工贸易","420000","个","544","千克","37,617",
"202401","85414900","其他光敏半导体器件","112","印度尼西亚","15","进料加工贸易","79000","个","14","千克","46,863",
"202401","85414900","其他光敏半导体器件","115","以色列","10","一般贸易","24","个","1","千克","21,361",
"202401","85414900","其他光敏半导体器件","115","以色列","33","保税监管场所进出境货物","1","个","0","千克","84",
"202401","85414900","其他光敏半导体器件","116","日本","10","一般贸易","13666990","个","7782","千克","10,695,445",
"202401","85414900","其他光敏半导体器件","116","日本","14","来料加工贸易","384940","个","51","千克","85,648",
"202401","85414900","其他光敏半导体器件","116","日本","15","进料加工贸易","8166373","个","1569","千克","3,847,861",
"202401","85414900","其他光敏半导体器件","116","日本","33","保税监管场所进出境货物","155681","个","57","千克","58,638",
"202401","85414900","其他光敏半导体器件","116","日本","34","海关特殊监管区域物流货物","6460100","个","1788","千克","2,821,698",
"202401","85414900","其他光敏半导体器件","116","日本","35","海关特殊监管区域进口设备","28","个","0","千克","14,583",
"202401","85414900","其他光敏半导体器件","116","日本","39","其他","17300","个","21","千克","24,300",
"202401","85414900","其他光敏半导体器件","122","马来西亚","10","一般贸易","6579015","个","2967","千克","1,985,435",
"202401","85414900","其他光敏半导体器件","122","马来西亚","14","来料加工贸易","79000","个","8","千克","12,465",
"202401","85414900","其他光敏半导体器件","122","马来西亚","15","进料加工贸易","3728948","个","1130","千克","3,103,515",
"202401","85414900","其他光敏半导体器件","122","马来西亚","33","保税监管场所进出境货物","49017","个","2","千克","11,840",
"202401","85414900","其他光敏半导体器件","122","马来西亚","34","海关特殊监管区域物流货物","2453099","个","13339","千克","1,559,204",
"202401","85414900","其他光敏半导体器件","122","马来西亚","35","海关特殊监管区域进口设备","5","个","0","千克","1,552",
"202401","85414900","其他光敏半导体器件","122","马来西亚","39","其他","2317","个","3","千克","1,906",
"202401","85414900","其他光敏半导体器件","129","菲律宾","10","一般贸易","6955227","个","4027","千克","3,794,449",
"202401","85414900","其他光敏半导体器件","129","菲律宾","14","来料加工贸易","442000","个","60","千克","88,487",
"202401","85414900","其他光敏半导体器件","129","菲律宾","15","进料加工贸易","2968602","个","1273","千克","1,989,127",
"202401","85414900","其他光敏半导体器件","129","菲律宾","33","保税监管场所进出境货物","67500","个","39","千克","24,967",
"202401","85414900","其他光敏半导体器件","129","菲律宾","34","海关特殊监管区域物流货物","1115289","个","382","千克","653,701",
"202401","85414900","其他光敏半导体器件","129","菲律宾","39","其他","176","个","0","千克","509",
"202401","85414900","其他光敏半导体器件","132","新加坡","10","一般贸易","23294","个","23","千克","1,077,399",
"202401","85414900","其他光敏半导体器件","132","新加坡","15","进料加工贸易","857028","个","4","千克","900,731",
"202401","85414900","其他光敏半导体器件","132","新加坡","34","海关特殊监管区域物流货物","5577","个","103","千克","43,847",
"202401","85414900","其他光敏半导体器件","132","新加坡","35","海关特殊监管区域进口设备","13","个","1","千克","1,705",
"202401","85414900","其他光敏半导体器件","132","新加坡","39","其他","11190","个","1","千克","1,199",
"202401","85414900","其他光敏半导体器件","133","韩国","10","一般贸易","57560554","个","402","千克","756,493",
"202401","85414900","其他光敏半导体器件","133","韩国","14","来料加工贸易","1256591","个","604","千克","113,731",
"202401","85414900","其他光敏半导体器件","133","韩国","15","进料加工贸易","75747224","个","779","千克","1,255,773",
"202401","85414900","其他光敏半导体器件","133","韩国","33","保税监管场所进出境货物","3000","个","0","千克","971",
"202401","85414900","其他光敏半导体器件","133","韩国","34","海关特殊监管区域物流货物","1021100","个","727","千克","138,680",
"202401","85414900","其他光敏半导体器件","133","韩国","35","海关特殊监管区域进口设备","3","个","0","千克","158",
"202401","85414900","其他光敏半导体器件","133","韩国","39","其他","77457","个","34","千克","1,315",
"202401","85414900","其他光敏半导体器件","136","泰国","10","一般贸易","77670154","个","36876","千克","13,150,561",
"202401","85414900","其他光敏半导体器件","136","泰国","14","来料加工贸易","460700","个","55","千克","42,840",
"202401","85414900","其他光敏半导体器件","136","泰国","15","进料加工贸易","12219482","个","3391","千克","2,072,576",
"202401","85414900","其他光敏半导体器件","136","泰国","33","保税监管场所进出境货物","2341800","个","982","千克","304,432",
"202401","85414900","其他光敏半导体器件","136","泰国","34","海关特殊监管区域物流货物","40281473","个","13060","千克","9,152,445",
"202401","85414900","其他光敏半导体器件","136","泰国","39","其他","3618","个","0","千克","22,230",
"202401","85414900","其他光敏半导体器件","141","越南","10","一般贸易","865","个","6","千克","12,993",
"202401","85414900","其他光敏半导体器件","141","越南","33","保税监管场所进出境货物","3","个","0","千克","297",
"202401","85414900","其他光敏半导体器件","142","中国","10","一般贸易","533581787","个","183295","千克","16,943,854",
"202401","85414900","其他光敏半导体器件","142","中国","14","来料加工贸易","4560131","个","959","千克","325,837",
"202401","85414900","其他光敏半导体器件","142","中国","15","进料加工贸易","83085001","个","15649","千克","3,445,395",
"202401","85414900","其他光敏半导体器件","142","中国","33","保税监管场所进出境货物","12563241","个","4012","千克","453,123",
"202401","85414900","其他光敏半导体器件","142","中国","34","海关特殊监管区域物流货物","106740791","个","41258","千克","4,624,615",
"202401","85414900","其他光敏半导体器件","142","中国","35","海关特殊监管区域进口设备","7","个","0","千克","2,431",
"202401","85414900","其他光敏半导体器件","142","中国","39","其他","684","个","0","千克","116",
"202401","85414900","其他光敏半导体器件","143","中国台湾","10","一般贸易","61378312","个","12647","千克","8,771,137",
"202401","85414900","其他光敏半导体器件","143","中国台湾","14","来料加工贸易","374744","个","28","千克","123,347",
"202401","85414900","其他光敏半导体器件","143","中国台湾","15","进料加工贸易","22675429","个","6264","千克","2,424,160",
"202401","85414900","其他光敏半导体器件","143","中国台湾","33","保税监管场所进出境货物","79000","个","0","千克","20,300",
"202401","85414900","其他光敏半导体器件","143","中国台湾","34","海关特殊监管区域物流货物","1254240","个","120","千克","297,449",
"202401","85414900","其他光敏半导体器件","143","中国台湾","39","其他","11676","个","0","千克","1,593",
"202401","85414900","其他光敏半导体器件","144","东帝汶","10","一般贸易","5","个","0","千克","1",
"202401","85414900","其他光敏半导体器件","302","丹麦","10","一般贸易","70","个","0","千克","1,043",
"202401","85414900","其他光敏半导体器件","303","英国","10","一般贸易","1009910","个","2","千克","80,685",
"202401","85414900","其他光敏半导体器件","303","英国","15","进料加工贸易","10128","个","3","千克","3,035",
"202401","85414900","其他光敏半导体器件","303","英国","34","海关特殊监管区域物流货物","15","个","0","千克","100",
"202401","85414900","其他光敏半导体器件","304","德国","10","一般贸易","84725","个","45","千克","546,882",
"202401","85414900","其他光敏半导体器件","304","德国","15","进料加工贸易","8467","个","6","千克","232,012",
"202401","85414900","其他光敏半导体器件","304","德国","33","保税监管场所进出境货物","7","个","1","千克","569",
