hit_id,公司,cell_id,来源,引语或线索摘要,处置,理由,会话日期
烽火通信++s0b-candidat,烽火通信,,线索,"['N38', '烽火通信', '沪市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
奥特维++s0b-candidat,奥特维,,线索,"['N39', '奥特维', '科创板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
博众精工++s0b-candidat,博众精工,,线索,"['N40', '博众精工', '科创板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
快克智能++s0b-candidat,快克智能,,线索,"['N41', '快克智能', '沪市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
普源精电++s0b-candidat,普源精电,,线索,"['N42', '普源精电', '科创板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
联讯仪器++s0b-candidat,联讯仪器,,线索,"['N43', '联讯仪器', '科创板IPO（非上市）']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
士兰微++s0b-candidat,士兰微,,线索,"['N46', '士兰微', '沪市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
三安光电++s0b-candidat,三安光电,,线索,"['N48', '三安光电', '沪市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
Corning Incorporated++s0b-candidat,Corning Incorporated,,线索,"['N52', 'Corning Incorporated', '美股（NYSE）']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
Corning(解匿)++s0b-candidat,Corning(解匿),,线索,"['N53', 'Corning(解匿)', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
Intel(含其代工厂)++s0b-candidat,Intel(含其代工厂),,线索,"['N58', 'Intel(含其代工厂)', '美股（NASDAQ）']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
Marvell++s0b-candidat,Marvell,,线索,"['N62', 'Marvell', '美股（NASDAQ）']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
上海飞博激光科技股份有限公司++s0b-candidat,上海飞博激光科技股份有限公司,,线索,"['N75', '上海飞博激光科技股份有限公司', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
东莞铭普光磁股份有限公司++s0b-candidat,铭普光磁,,线索,"['N77', '东莞铭普光磁股份有限公司', '深市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
中天科技(含关联方)++s0b-candidat,中天科技(含关联方),,线索,"['N80', '中天科技(含关联方)', '沪市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
中航光电(含关联方)++s0b-candidat,中航光电(含关联方),,线索,"['N82', '中航光电(含关联方)', '深市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
亨通光电(含关联方)++s0b-candidat,亨通光电(含关联方),,线索,"['N83', '亨通光电(含关联方)', '沪市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
仕佳光子++s0b-candidat,仕佳光子,,线索,"['N85', '仕佳光子', '科创板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
剑桥科技++s0b-candidat,剑桥科技,,线索,"['N91', '剑桥科技', '沪市主板']",已入点,P2主营句,2026-07-25
华工科技++s0b-candidat,华工科技,,线索,"['N94', '华工科技', '深市主板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
博创科技++s0b-candidat,博创科技,,线索,"['N95', '博创科技', '创业板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
博创科技股份有限公司++s0b-candidat,博创科技股份有限公司,,线索,"['N96', '博创科技股份有限公司', '创业板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
太辰光++s0b-candidat,太辰光,,线索,"['N104', '太辰光', '创业板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
广东瑞谷光网通信股份有限公司++s0b-candidat,广东瑞谷光网通信股份有限公司,,线索,"['N106', '广东瑞谷光网通信股份有限公司', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
成都储翰科技++s0b-candidat,成都储翰科技,,线索,"['N109', '成都储翰科技', '新三板（已摘牌）']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
杜邦(含关联方)++s0b-candidat,杜邦(含关联方),,线索,"['N116', '杜邦(含关联方)', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
武汉云岭光电股份有限公司++s0b-candidat,武汉云岭光电股份有限公司,,线索,"['N120', '武汉云岭光电股份有限公司', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
武汉华日精密激光++s0b-candidat,武汉华日精密激光,,线索,"['N121', '武汉华日精密激光', '新三板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
"武汉昱升光电(原昱升光器件,同主体待补工商锚)++s0b-candidat","武汉昱升光电(原昱升光器件,同主体待补工商锚)",,线索,"['N122', '武汉昱升光电(原昱升光器件,同主体待补工商锚)', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
江苏南大光电材料股份有限公司++s0b-candidat,江苏南大光电材料股份有限公司,,线索,"['N128', '江苏南大光电材料股份有限公司', '创业板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
泰科电子(含关联方)++s0b-candidat,泰科电子(含关联方),,线索,"['N132', '泰科电子(含关联方)', '美股（NYSE）']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
洛阳中超新材料股份有限公司++s0b-candidat,洛阳中超新材料股份有限公司,,线索,"['N133', '洛阳中超新材料股份有限公司', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
深圳市路维光电股份有限公司++s0b-candidat,深圳市路维光电股份有限公司,,线索,"['N140', '深圳市路维光电股份有限公司', '科创板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
腾景科技股份有限公司++s0b-candidat,腾景科技,,线索,"['N145', '腾景科技股份有限公司', '科创板']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
芯思杰技术股份有限公司++s0b-candidat,芯思杰技术股份有限公司,,线索,"['N146', '芯思杰技术股份有限公司', 'unknown']",驳回-非本格,"证券代码元数据行,非产业线索",2026-07-25
中际旭创2026-04-24业绩说明会称：3.2T光模块产能正在准备中、尚未到送样阶段；1.6T已量产出货且预计季度环比提升；正积极准备6.4T NPO和12.8T XPO等新产品的研发与送测（报道口径未验证）++leads-pool.c,中际旭创2026-04-24业绩说明会称：3.2T光模块产能正在准备中、尚未到送样阶段；1.6T已量产出货且预计季度环比提升；正积极准备6.4T NPO和12.8T XPO等新产品的研发与送测（报道口径未验证）,,线索,"['L001', '中际旭创2026-04-24业绩说明会称：3.2T光模块产能正在准备中、尚未到送样阶段；1.6T已量产出货且预计季度环比提升；正积极准备6.",驳回-碰撞,"非实体行(媒体监测);核实:1.6T量产证实(投关表2026-07-28""只有少数厂商具备大规模交付1.6T的能力""自述),3.2T研发中(成熟预计2028,OFC已展4*400G方案),6.4T/12.8T数字未见于来源;增量已随P074覆盖",2026-07-30
财联社5月15日电：中际旭创发布投资者关系活动记录表，称产能利用率充足、产能持续扩建中；高端光模块订单和出货持续增加；1.6T早已批量出货、3.2T尚在持续研发完善（报道口径未验证）++leads-pool.c,财联社5月15日电：中际旭创发布投资者关系活动记录表，称产能利用率充足、产能持续扩建中；高端光模块订单和出货持续增加；1.6T早已批量出货、3.2T尚在持续研发完善（报道口径未验证）,,线索,"['L002', '财联社5月15日电：中际旭创发布投资者关系活动记录表，称产能利用率充足、产能持续扩建中；高端光模块订单和出货持续增加；1.6T早已批量出货、",驳回-碰撞,非实体行(媒体监测);核实:1.6T批量出货与3.2T持续研发均证实(同上行);产能扩建自述在册;增量已随P074覆盖,2026-07-30
新易盛在互动平台答复：泰国工厂二期自2025年初建成以来持续扩产、今年扩产节奏加快、尽快达到满产；正推进3.2T及更高速率光模块研发和样品工作，LPO/CPO有布局（报道口径未验证）++leads-pool.c,新易盛在互动平台答复：泰国工厂二期自2025年初建成以来持续扩产、今年扩产节奏加快、尽快达到满产；正推进3.2T及更高速率光模块研发和样品工作，LPO/CPO有布局（报道口径未验证）,,线索,"['L003', '新易盛在互动平台答复：泰国工厂二期自2025年初建成以来持续扩产、今年扩产节奏加快、尽快达到满产；正推进3.2T及更高速率光模块研发和样品工",驳回-碰撞,"非实体行(媒体监测);核实=部分证实:泰国工厂持续扩大规模证实(投关表2026-06-02/07-20:泰国工厂将持续扩大规模以满足订单交付,成都泰国两地按订单指引扩充),800G出货增长证实;""满产/3.2T研发/LPO/CPO布局""口径未锚到来源",2026-07-30
天孚通信投资者关系活动介绍：已具备800G及1.6T高速光引擎量产能力、1.6T正常交付；部分物料出现阶段性提产瓶颈；泰国基地一期2024年中投产、二期当年投用、2026年各产品线陆续增产，江西高安基地持续扩产（报道口径未验证）++leads-pool.c,天孚通信投资者关系活动介绍：已具备800G及1.6T高速光引擎量产能力、1.6T正常交付；部分物料出现阶段性提产瓶颈；泰国基地一期2024年中投产、二期当年投用、2026年各产品线陆续增产，江西高安基地持续扩产（报道口径未验证）,,线索,"['L004', '天孚通信投资者关系活动介绍：已具备800G及1.6T高速光引擎量产能力、1.6T正常交付；部分物料出现阶段性提产瓶颈；泰国基地一期2024年",驳回-碰撞,"非实体行(媒体监测);核实:光引擎能力自证部分证实(硅光引擎平台+200G交付,已随P024覆盖),""800G/1.6T量产+1.6T正常交付""超出来源口径不予采信",2026-07-30
源杰科技2026年一季报报道：100G PAM4 EML完成客户验证并小批量出货，200G PAM4 EML开始推进客户验证；CW 70mW大批量出货、CW 100mW批量交付；拟投12.51亿元建西咸新区二期研发生产基地（报道口径未验证）++leads-pool.c,源杰科技2026年一季报报道：100G PAM4 EML完成客户验证并小批量出货，200G PAM4 EML开始推进客户验证；CW 70mW大批量出货、CW 100mW批量交付；拟投12.51亿元建西咸新区二期研发生产基地（报道口径未验证）,,线索,"['L005', '源杰科技2026年一季报报道：100G PAM4 EML完成客户验证并小批量出货，200G PAM4 EML开始推进客户验证；CW 70mW",驳回-碰撞,"非实体行(媒体监测);核实=部分证实:CW 70mW/100mW在售+升级更高功率证实(投关表2026-07-23),CW销售额增长证实(Q1);但""100G EML完成客户验证小批量出货/200G开始客户验证""超出投关表口径(自述为技术持续优化/市场拓展取决于产能扩张),阶段口径从严不采",2026-07-30
讯石转述源杰科技2025年度业绩快报：营收6.01亿元同比+138.50%、净利1.91亿元；数据中心CW光源产品销量与毛利率双升，受AI拉动光芯片需求（报道口径未验证）++leads-pool.c,讯石转述源杰科技2025年度业绩快报：营收6.01亿元同比+138.50%、净利1.91亿元；数据中心CW光源产品销量与毛利率双升，受AI拉动光芯片需求（报道口径未验证）,,线索,"['L006', '讯石转述源杰科技2025年度业绩快报：营收6.01亿元同比+138.50%、净利1.91亿元；数据中心CW光源产品销量与毛利率双升，受AI拉",驳回-碰撞,"非实体行(媒体监测);核实=证实:营收601,434,509.56元(+138.50%)与2025年报逐位一致;CW光源销售额增长(Q1报告)+CW产品70mW/100mW在售(投关表2026-07-23)均证",2026-07-30
罗博特科2025年报报道：ficonTEC并表后光电子及半导体业务营收4.855亿元同比+867.54%；可插拔光模块封装设备获大额订单，CPO量产设备完成验证并获批量化订单，OCS获瑞士头部客户两条产线订单；期末光电子在手订单11.05亿元（报道口径未验证）++leads-pool.c,罗博特科2025年报报道：ficonTEC并表后光电子及半导体业务营收4.855亿元同比+867.54%；可插拔光模块封装设备获大额订单，CPO量产设备完成验证并获批量化订单，OCS获瑞士头部客户两条产线订单；期末光电子在手订单11.05亿元（报道口径未验证）,,线索,"['L007', '罗博特科2025年报报道：ficonTEC并表后光电子及半导体业务营收4.855亿元同比+867.54%；可插拔光模块封装设备获大额订单，C",驳回-碰撞,"非实体行(媒体监测);核实=证实:光电子及半导体营收485,489,268.06元(占51.11%)同比+867.54%,与2025年报逐位一致",2026-07-30
罗博特科投资者关系活动记录报道：与某纳斯达克上市公司及其子公司签署总金额6亿元硅光设备量产订单；ficonTEC德国/爱沙尼亚/中国三基地提产并拟增设新组装基地，要求核心供应商同步扩产（报道口径未验证）++leads-pool.c,罗博特科投资者关系活动记录报道：与某纳斯达克上市公司及其子公司签署总金额6亿元硅光设备量产订单；ficonTEC德国/爱沙尼亚/中国三基地提产并拟增设新组装基地，要求核心供应商同步扩产（报道口径未验证）,,线索,"['L008', '罗博特科投资者关系活动记录报道：与某纳斯达克上市公司及其子公司签署总金额6亿元硅光设备量产订单；ficonTEC德国/爱沙尼亚/中国三基地提",驳回-碰撞,"非实体行(媒体监测);核实=部分证实:硅光量产订单证实(2026-04-01与纳斯达克上市公司F签署3,570万美元≈2.46亿元可插拔硅光耦合设备及服务订单,占2025营收25.90%),""6亿元""为累计口径,OCS瑞士产线订单未核到",2026-07-30
猎奇智能创业板IPO报道：招股书披露2022年4月-2025年5月与中际旭创签6笔光模块封测设备采购订单、合同累计3.34亿元、单笔最高8271.60万元；2026年初与旭创达成800G老化设备深度合作；客户还包括光迅科技、源杰科技（报道口径未验证）++leads-pool.c,猎奇智能创业板IPO报道：招股书披露2022年4月-2025年5月与中际旭创签6笔光模块封测设备采购订单、合同累计3.34亿元、单笔最高8271.60万元；2026年初与旭创达成800G老化设备深度合作；客户还包括光迅科技、源杰科技（报道口径未验证）,,线索,"['L009', '猎奇智能创业板IPO报道：招股书披露2022年4月-2025年5月与中际旭创签6笔光模块封测设备采购订单、合同累计3.34亿元、单笔最高82",驳回-碰撞,"非实体行(媒体监测);核实:报道与申报稿一致(2022-04至2025-05旭创6笔封测设备订单3.34亿元/单笔最高8271.60万元/客户含光迅源杰,800G老化设备合作),增量已入P203/P204",2026-07-30
